timestamp,value
1723913700,10.750830564784
1723914000,10.726666666666
1723914300,10.544850498338
1723914600,10.594684385382
1723914900,10.255813953488
1723915200,10.463333333333
1723915500,10.073089701
1723915800,10.13953488372
1723916100,9.64
1723916400,9.169435215946
1723916700,9.584717607973
1723917000,9.654485049833
1723917300,8.956810631229
1723917600,8.833333333333
1723917900,8.714285714285
1723918200,8.714285714285
1723918500,8.172757475083
1723918800,8.112956810631
1723919100,8.416666666666
1723919400,7.335548172757
1723919700,7.637873754152
1723920000,7.186046511627
1723920300,6.653333333333
1723920600,6.295681063122
1723920900,6.205980066445
1723921200,5.966777408637
1723921500,5.446666666666
1723921800,5.132890365448
1723922100,4.724252491694
1723922400,4.51
1723922700,4.51
1723923000,4.302325581395
1723923300,3.976744186046
1723923600,4.066445182724
1723923900,3.863787375415
1723924200,3.57
1723924500,3.697674418604
1723924800,3.41196013289
1723925100,3.425249169435
1723925400,3.837209302325
1723925700,3.149501661129
1723926000,3.006644518272
1723926300,2.76
1723926600,2.847176079734
1723926900,2.847176079734
1723927200,2.687707641196
1723927500,2.813953488372
1723927800,2.42
1723928100,2.355481727574
1723928400,2.501661129568
1723928700,2.453333333333
1723929000,2.43853820598
1723929300,2.501661129568
1723929600,2.26
1723929900,2.112956810631
1723930200,2.116279069767
1723930500,2.149501661129
1723930800,2.1
1723931100,1.843853820598
1723931400,1.843853820598
1723931700,1.860465116279
1723932000,1.986666666666
1723932300,1.857142857142
1723932600,2.132890365448
1723932900,1.916943521594
1723933200,2.023255813953
1723933500,2.036666666666
1723933800,1.860465116279
1723934100,1.8073089701
1723934400,1.853820598006
1723934700,2.176666666666
1723935000,1.94684385382
1723935300,1.756666666666
1723935900,1.641196013289
1723936200,2.009966777408
1723936500,1.853333333333
1723936800,1.817275747508
1723937100,1.867109634551
1723937400,1.568106312292
1723937700,1.553333333333
1723938000,1.617940199335
1723938300,1.626666666666
1723938600,1.521594684385
1723938900,1.521594684385
1723939200,1.561461794019
1723939500,1.491694352159
1723939800,1.7
1723940100,1.491694352159
1723940400,1.495016611295
1723940700,1.548172757475
1723941000,1.41196013289
1723941300,1.523333333333
1723941600,1.308970099667
1723941900,1.342192691029
1723942200,1.265780730897
1723942500,1.39
1723942800,1.249169435215
1723943100,1.196013289036
1723943400,1.326666666666
1723943700,1.362126245847
1723944000,1.205980066445
1723944300,1.142857142857
1723944600,1.146666666666
1723944900,1.16611295681
1723945200,1.146179401993
1723945500,1.0
1723945800,1.0
1723946100,1.182724252491
1723946400,0.926910299003
1723946700,1.159468438538
1723947000,1.393333333333
1723947300,1.136212624584
1723947600,1.073089700996
1723947900,1.056478405315
1723948200,0.973333333333
1723948500,1.079734219269
1723948800,1.046511627906
1723949100,1.066445182724
1723949400,1.09
1723949700,1.036544850498
1723950000,0.890365448505
1723950300,0.887043189368
1723950600,1.093333333333
1723950900,1.109634551495
1723951200,1.116279069767
1723951500,1.102990033222
1723951800,0.963333333333
1723952100,0.963455149501
1723952400,1.093023255813
1723952700,1.126666666666
1723953000,0.910299003322
1723953300,1.089700996677
1723953600,1.35880398671
1723953900,1.066666666666
1723954200,1.418604651162
1723954500,1.31561461794
1723954800,1.196013289036
1723955100,1.146666666666
1723955400,1.186046511627
1723955700,1.328903654485
1723956000,1.296666666666
1723956300,1.299003322259
1723956600,1.119601328903
1723956900,1.31
1723957200,1.229235880398
1723957500,1.491694352159
1723957800,1.634551495016
1723958100,1.663333333333
1723958400,1.611295681063
1723958700,1.594684385382
1723959000,1.737541528239
1723959300,1.873333333333
1723959600,1.903654485049
1723959900,1.986710963455
1723960200,2.106312292358
1723960500,2.213333333333
1723960800,2.122923588039
1723961100,2.521594684385
1723961400,2.787375415282
1723961700,2.946666666666
1723962000,2.813953488372
1723962300,3.172757475083
1723962600,3.193333333333
1723962900,3.691029900332
1723963200,3.65780730897
1723963500,3.930232558139
1723963800,4.123333333333
1723964100,4.405315614617
1723964400,4.471760797342
1723964700,5.87
1723965000,7.099667774086
1723965300,6.837209302325
1723965600,7.684385382059
1723965900,7.456666666666
1723966200,7.205980066445
1723966500,7.853820598
1723966800,7.463333333333
1723967100,7.5049833887
1723967400,7.242524916943
1723967700,7.94
1723968000,8.146179402
1723968300,9.146179402
1723968600,9.820598006644
1723968900,9.283333333333
1723969200,9.654485049833
1723969500,11.571428571428
1723969800,10.634551495016
1723970100,10.74
1723970400,9.986710963455
1723970700,10.35880398671
1723971000,10.4950166113
1723971300,10.076666666666
1723971600,10.415282392026
1723971900,10.2757475083
1723972200,10.6976744186
1723972500,11.56
1723972800,11.299003322259
1723973100,10.681063122923
1723973400,10.787375415282
1723973700,10.6
1723974000,10.43853820598
1723974300,10.897009966777
1723974600,10.3023255814
1723974900,9.743333333333
1723975200,10.102990033222
1723975500,9.870431893687
1723975800,9.526666666666
1723976100,9.4950166113
1723976400,9.35880398671
1723976700,9.966666666666
1723977000,9.873754152823
1723977300,10.777408637873
1723977600,9.362126245847
1723977900,9.514950166112
1723978200,9.342192691029
1723978500,8.636666666666
1723978800,8.249169435215
1723979100,8.873754152823
1723979400,8.326666666666
1723979700,8.637873754152
1723980000,8.797342192691
1723980300,8.28903654485
1723980600,8.083333333333
1723980900,7.950166112956
1723981200,8.13953488372
1723981500,7.8
1723981800,7.950166112956
1723982100,7.671096345514
1723982400,7.47
1723982700,7.830564784053
1723983000,8.129568106312
1723983300,7.803333333333
1723983600,7.784053156146
1723983900,8.059800664451
1723984200,8.413333333333
1723984500,8.259136212624
1723984800,7.717607973421
1723985100,7.594684385382
1723985400,8.05
1723985700,7.780730897009
1723986000,7.883720930232
1723986300,7.913333333333
1723986600,8.076411960132
1723986900,7.787375415282
1723987200,8.212624584717
1723987500,8.516666666666
1723987800,8.601328903654
1723988100,8.2392026578
1723988400,7.82392026578
1723988700,8.066666666666
1723989000,8.182724252491
1723989300,9.129568106312
1723989600,10.362126245847
1723989900,10.363333333333
1723990200,10.598006644518
1723990500,8.950166112956
1723990800,8.561461794019
1723991100,8.793333333333
1723991400,8.8438538206
1723991700,8.976744186046
1723992000,9.089700996677
1723992300,9.149501661129
1723992600,9.383333333333
1723992900,9.53488372093
1723993200,9.7707641196
1723993500,11.683333333333
1723993800,13.933554817275
1723994100,11.794019933554
1723994400,12.794019933554
1723994700,12.583333333333
1723995000,13.345514950166
1723995300,14.4318936877
1723995600,14.81
1723995900,14.019933554817
1723996200,13.378737541528
1723996500,12.445182724252
1723996800,12.322259136212
1723997100,12.573333333333
1723997400,12.8704318937
1723997700,12.6046511628
1723998000,12.598006644518
1723998300,13.113333333333
1723998600,13.1661129568
1723998900,13.016611295681
1723999200,12.867109634551
1723999500,12.333333333333
